"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.674575085E2,8.972940674E0,-2.589614868E-2,-9.520202637E-2,8.973483068E0
2.674674895E2,1.112606323E1,5.400769043E-1,-8.409512329E-1,1.117086233E1
2.674774695E2,1.246053818E1,1.658850403E0,-1.939217377E0,1.271917294E1
2.674874505E2,1.324266174E1,3.128194885E0,-3.146756287E0,1.396623673E1
2.674974315E2,1.452639221E1,3.968397675E0,-3.600313110E0,1.548310386E1
2.675074125E2,1.567989349E1,3.210074615E0,-3.275488586E0,1.633684377E1
2.675173925E2,1.674103683E1,1.287472687E0,-4.235891418E0,1.731654343E1
2.675273735E2,1.693997314E1,-2.058219910E-1,-5.360802155E0,1.776916578E1
2.675373545E2,1.543664932E1,-7.185058594E-1,-6.035748596E0,1.659025781E1
2.675473357E2,1.300196228E1,-3.487747192E-1,-6.186485138E0,1.440296030E1
2.675573157E2,1.198348022E1,4.052073669E-1,-5.853128357E0,1.334267975E1
2.675672967E2,1.238943604E1,4.896318054E-1,-3.826642456E0,1.297617267E1
2.675772777E2,1.277204041E1,-5.394781494E-1,-1.160386963E0,1.283598655E1
2.675872587E2,1.147887955E1,-3.028951263E0,2.231260071E0,1.207964167E1
2.675972387E2,1.015473312E1,-5.290149078E0,4.791086884E0,1.241204236E1
2.676072197E2,1.257969040E1,-7.472910004E0,5.910459137E0,1.578057419E1
2.676172007E2,1.413765060E1,-8.214318237E0,8.111781464E0,1.825237484E1
2.676271817E2,1.235306168E1,-6.984026642E0,6.961124268E0,1.580607516E1
2.676371617E2,1.057745407E1,-4.402045898E0,4.069287872E0,1.215811032E1
2.676471427E2,9.674831085E0,-1.683698730E0,3.420836334E0,1.039900568E1
2.676571237E2,9.555529175E0,-9.774673462E-2,4.287983093E0,1.047399118E1
2.676671047E2,1.017089951E1,1.087338867E0,6.134243774E0,1.192721465E1
2.676770847E2,1.216714828E1,2.451452179E0,7.232958984E0,1.436540326E1
2.676870657E2,1.411789169E1,3.795806580E0,8.537047119E0,1.692938826E1
2.676970467E2,1.537497757E1,4.055516510E0,8.182733917E0,1.788279295E1
2.677070277E2,1.451651276E1,3.178190918E0,5.542374573E0,1.586026343E1
2.677170077E2,1.160282181E1,2.239492950E0,2.861599274E0,1.215851771E1
2.677269887E2,9.236991577E0,1.457818451E0,1.788780212E0,9.520870899E0
2.677369697E2,8.122708740E0,9.789642334E-1,1.225651245E0,8.272786062E0
2.677469507E2,7.585625610E0,9.463320923E-1,9.494755554E-1,7.703165853E0
2.677569307E2,7.135212250E0,8.702902222E-1,7.964936829E-1,7.232085530E0
2.677669117E2,6.687343597E0,6.110293579E-1,7.804769897E-1,6.760404248E0
2.677768927E2,6.083050232E0,3.043171692E-1,7.126679993E-1,6.132210429E0
2.677868737E2,5.486540680E0,4.610412598E-2,5.471122742E-1,5.513944692E0
2.677968537E2,5.123994598E0,-3.757186890E-2,2.335144043E-1,5.129450386E0
2.678068347E2,4.647086334E0,-2.948867798E-2,-9.220825195E-2,4.648094593E0
2.678168157E2,4.211641846E0,-7.933502197E-2,-3.622467041E-1,4.227936111E0
2.678267967E2,4.033063202E0,-2.342628479E-1,-5.754034424E-1,4.080633161E0
2.678367767E2,3.984564056E0,-4.010160828E-1,-5.914201355E-1,4.048128258E0
2.678467577E2,3.947890320E0,-6.738986206E-1,-4.379891968E-1,4.028872282E0
2.678567387E2,4.084705811E0,-1.077160034E0,1.796264648E-3,4.224345929E0
2.678667197E2,4.180207214E0,-1.533111877E0,7.158114624E-1,4.509650811E0
2.678766997E2,4.578528900E0,-1.929637299E0,1.513802032E0,5.194037311E0
2.678866807E2,5.133125610E0,-2.152523804E0,1.705702972E0,5.821662983E0
2.678966617E2,5.547314301E0,-2.127226410E0,1.495989075E0,6.126644388E0
2.679066427E2,6.000422058E0,-1.793420563E0,1.275198212E0,6.391209015E0
2.679166227E2,6.775510254E0,-1.259780273E0,9.493258667E-1,6.956709361E0
2.679266037E2,8.115972748E0,-4.769082642E-1,3.610491943E-1,8.137985725E0
2.679365847E2,1.001193008E1,5.593867493E-1,-4.225712585E-1,1.003644479E1
2.679465657E2,1.227163101E1,1.721420288E0,-1.224902802E0,1.245217260E1
2.679565457E2,1.469449265E1,2.982398071E0,-2.227667542E0,1.515867128E1
2.679665267E2,1.687665482E1,4.449946289E0,-3.691772919E0,1.783963809E1
2.679765077E2,1.812086746E1,5.920937347E0,-5.287005615E0,1.978321928E1
2.679864887E2,1.752750137E1,7.375462646E0,-5.339696045E0,1.975153431E1
2.679964687E2,1.532647842E1,8.205935669E0,-2.876418457E0,1.762135364E1
2.680064497E2,1.330059128E1,8.126151581E0,-1.984872437E-1,1.558779860E1
2.680164307E2,1.222028778E1,7.326514435E0,1.038989410E0,1.428610325E1
2.680264107E2,1.261381943E1,6.037395172E0,1.302591248E0,1.404476148E1
2.680363917E2,1.338202194E1,4.533472595E0,1.444645844E0,1.420274222E1
2.680463727E2,1.315973419E1,2.697690125E0,1.150058441E0,1.348253576E1
2.680563537E2,1.185235291E1,1.195264435E0,1.046922913E0,1.195838509E1
2.680663337E2,1.097622482E1,1.790277100E-1,1.894011383E0,1.113987618E1
2.680763147E2,1.073896820E1,-2.180964661E-1,4.051474915E0,1.147987165E1
2.680862957E2,1.059571609E1,-3.402424622E-1,7.150779877E0,1.278743983E1
2.680962767E2,1.109402985E1,-7.027885437E-1,1.011296997E1,1.502809275E1
2.681062567E2,1.223825043E1,-1.867217102E0,1.074450668E1,1.639224503E1
2.681162377E2,1.333696564E1,-3.254083099E0,8.559650116E0,1.617811235E1
2.681262187E2,1.432895279E1,-3.926035767E0,6.688690796E0,1.629328786E1
2.681361997E2,1.425186310E1,-4.650678864E0,4.967120819E0,1.579293212E1
2.681461797E2,1.356060059E1,-5.487887878E0,3.773952026E0,1.510792890E1
2.681561607E2,1.235635483E1,-6.146518250E0,3.181633759E0,1.416269694E1
2.681661417E2,1.110705276E1,-6.411018219E0,2.728675690E0,1.311157682E1
2.681761227E2,1.000429596E1,-5.642666016E0,2.747087402E0,1.180983093E1
2.681861037E2,8.770411835E0,-4.240681458E0,2.779869232E0,1.013070461E1
2.681960837E2,8.002957764E0,-2.939587097E0,2.356848907E0,8.845521016E0
2.682060647E2,7.551795959E0,-2.087409210E0,1.454824677E0,7.968902952E0
2.682160457E2,7.463479614E0,-1.192120972E0,5.313949585E-1,7.576744747E0
2.682260267E2,7.617359619E0,-8.068222046E-2,-3.790118408E-1,7.627209658E0
2.682360067E2,7.857011261E0,6.550378418E-1,-1.099014587E0,7.960498326E0
2.682459877E2,7.123985596E0,1.105900269E0,-1.803898773E0,7.431570289E0
2.682559687E2,5.761668549E0,1.462458801E0,-1.822310486E0,6.217429189E0
2.682659487E2,5.127287750E0,2.223925323E0,-1.435664520E0,5.770273489E0
2.682759297E2,5.245242462E0,3.026256866E0,-1.375938721E0,6.209992470E0
2.682859107E2,4.914580078E0,3.181783447E0,-1.174607391E0,5.971310223E0
2.682958917E2,4.223018188E0,2.930755463E0,-3.402424622E-1,5.151599279E0
2.683058717E2,3.158881073E0,2.312541046E0,5.478607178E-1,3.953040234E0
2.683158527E2,2.085912323E0,1.580114136E0,1.142574005E0,2.855392488E0
2.683258337E2,1.343156891E0,9.086105347E-1,1.517394562E0,2.220839885E0
2.683358147E2,1.319805450E0,2.715353394E-1,1.593137054E0,2.086553029E0
2.683457947E2,2.032473450E0,-4.510121155E-1,1.717378693E0,2.698842312E0
2.683557757E2,2.524350586E0,-9.383985901E-1,2.026934967E0,3.370668058E0
2.683657567E2,3.509901123E0,-1.049168243E0,2.166295166E0,4.255936400E0
2.683757377E2,5.395380249E0,-1.177750854E0,1.723066864E0,5.784996502E0
2.683857177E2,8.198301544E0,-9.015751648E-1,6.981481934E-1,8.277221568E0
2.683956987E2,1.101514389E1,-8.232879639E-3,-8.187973022E-1,1.104553719E1
2.684056797E2,1.322260345E1,1.666933594E0,-3.129242706E0,1.368970670E1
2.684156607E2,1.452369781E1,3.409459991E0,-5.408702545E0,1.586872014E1
2.684256407E2,1.638822052E1,3.692820740E0,-5.672005005E0,1.773083014E1
2.684356217E2,1.834465210E1,1.548978882E0,-5.028792572E0,1.908440072E1
2.684456027E2,1.970038284E1,-1.456321564E0,-5.535937958E0,2.051517891E1
2.684555837E2,1.905791885E1,-2.536325684E0,-5.947132874E0,2.012475114E1
2.684655637E2,1.621982071E1,-1.876048737E0,-6.217919769E0,1.747182500E1
2.684755447E2,1.365939514E1,-1.257385254E-1,-6.955885162E0,1.532903207E1
2.684855257E2,1.305046143E1,1.094523926E0,-6.243965607E0,1.450860547E1
2.684955067E2,1.350237167E1,7.542814636E-1,-3.030597839E0,1.385884211E1
2.685054867E2,1.378887589E1,-8.036787415E-1,5.313949585E-1,1.382249537E1
2.685154677E2,1.285601578E1,-2.404898987E0,3.196602631E0,1.346398712E1
2.685254487E2,1.094883179E1,-4.488565979E0,4.588857422E0,1.269179871E1
2.685354297E2,8.485404510E0,-7.259453888E0,6.612948303E0,1.297816804E1
2.685454095E2,6.762187958E0,-8.519383850E0,7.824678497E0,1.339898059E1
2.685553905E2,8.488248596E0,-8.318202209E0,4.737198944E0,1.279390113E1
2.685653715E2,1.168530029E1,-5.931265869E0,3.113525391E0,1.346923153E1
2.685753525E2,1.098550552E1,-3.347488861E0,4.138144684E0,1.220701662E1
2.685853325E2,9.672286377E0,-1.898052979E0,5.583089905E0,1.132813408E1
2.685953135E2,1.084869003E1,-1.320104828E0,6.356082458E0,1.264264752E1
2.686052945E2,1.409109741E1,-2.775228882E-1,7.265441437E0,1.585631371E1
2.686152755E2,1.724414062E1,2.758613434E0,9.654323730E0,1.995435543E1
2.686252555E2,1.608704681E1,3.738326111E0,9.160350952E0,1.888597858E1
2.686352365E2,1.396101791E1,3.485651550E0,5.337750092E0,1.534768269E1
2.686452175E2,1.136646332E1,3.280428314E0,2.543510742E0,1.210070846E1
2.686551985E2,9.457183685E0,3.044967957E0,1.414259033E0,1.003545125E1
2.686651785E2,8.056246948E0,2.467319183E0,7.634124756E-1,8.460116870E0
2.686751595E2,7.666906586E0,1.655706940E0,5.722599792E-1,7.864496395E0
2.686851405E2,7.453749847E0,1.278491364E0,6.087840271E-1,7.587064317E0
2.686951215E2,7.051236877E0,1.091380463E0,5.632786560E-1,7.157397269E0
2.687051015E2,6.608757019E0,8.828640747E-1,2.721340942E-1,6.673018453E0
2.687150825E2,6.072422333E0,7.900570679E-1,-1.839674377E-1,6.126364924E0
2.687250635E2,5.423970795E0,6.300398254E-1,-5.810916138E-1,5.491272788E0
2.687350445E2,4.988376617E0,4.474195862E-1,-8.593629456E-1,5.081593277E0
2.687450245E2,4.652175751E0,2.971321106E-1,-1.034947815E0,4.775159022E0
2.687550055E2,4.341871033E0,7.484436035E-2,-9.858499146E-1,4.453015360E0
2.687649865E2,4.203259277E0,-2.362088013E-1,-9.373507690E-1,4.312981523E0
2.687749675E2,4.062701569E0,-5.890251160E-1,-7.033872986E-1,4.165002799E0
2.687849475E2,3.969744873E0,-1.005459137E0,-1.477427673E-1,4.097761628E0
2.687949285E2,4.129163361E0,-1.470541992E0,6.053411865E-1,4.424807539E0
2.688049095E2,4.334236908E0,-1.876048737E0,1.205443268E0,4.874244753E0
2.688148905E2,4.553830261E0,-2.023641815E0,1.669478302E0,5.255440424E0
2.688248705E2,4.891977081E0,-1.716779938E0,1.939965820E0,5.535543379E0
2.688348515E2,5.581892395E0,-1.193617859E0,1.708996124E0,5.958432181E0
2.688448325E2,6.613547058E0,-5.674699402E-1,1.070274353E0,6.723578959E0
2.688548135E2,8.058043213E0,2.089654541E-1,2.170486450E-1,8.063673920E0
2.688647935E2,1.010398865E1,1.034349060E0,-1.188528442E-1,1.015748938E1
2.688747745E2,1.261022690E1,2.155068512E0,-3.794609070E-1,1.279867701E1
2.688847555E2,1.516047363E1,3.587439880E0,-1.429377594E0,1.564457753E1
2.688947365E2,1.741942612E1,5.198090515E0,-2.978955231E0,1.842093172E1
2.689047165E2,1.860076950E1,6.981781311E0,-4.053121490E0,2.027712233E1
2.689146975E2,1.764530640E1,8.139024811E0,-2.975362701E0,1.965841667E1
2.689246785E2,1.565758987E1,7.988587646E0,-8.556207275E-1,1.759857210E1
2.689346595E2,1.437909851E1,6.951394501E0,1.558259583E-1,1.597199553E1
2.689446395E2,1.480705856E1,5.619613953E0,6.722520447E-1,1.585184428E1
2.689546205E2,1.551343964E1,4.027524719E0,7.339237976E-1,1.604451336E1
2.689646015E2,1.478505432E1,2.959346008E0,6.007008362E-1,1.509027507E1
2.689745825E2,1.328158081E1,2.120041351E0,1.154399414E0,1.349917043E1
2.689845625E2,1.190983337E1,1.009351044E0,1.525627441E0,1.204950039E1
2.689945435E2,1.039498352E1,-1.930984497E-2,2.054178314E0,1.059602302E1
2.690045245E2,9.212592316E0,-6.521937561E-1,4.022135925E0,1.007346967E1
2.690145055E2,8.301437073E0,-8.463400269E-1,6.766977997E0,1.074346965E1
2.690244855E2,8.146509247E0,-1.328637085E0,9.425150299E0,1.252854132E1
2.690344665E2,1.009470795E1,-2.588417358E0,9.041049042E0,1.379650683E1
2.690444475E2,1.270677612E1,-3.872297516E0,6.482419739E0,1.478102206E1
2.690544285E2,1.410950912E1,-4.738246765E0,4.575535126E0,1.557127971E1
2.690644085E2,1.356913284E1,-5.522316284E0,3.567830658E0,1.507802238E1
2.690743895E2,1.210323120E1,-5.815406799E0,4.083358612E0,1.403499125E1
2.690843705E2,1.109073669E1,-6.109694824E0,3.976780243E0,1.327206059E1
2.690943515E2,1.030202682E1,-6.188131714E0,3.116369476E0,1.241517175E1
2.691043315E2,9.380992126E0,-5.487438812E0,2.640808411E0,1.118431344E1
2.691143125E2,8.296647034E0,-4.321213989E0,2.296524353E0,9.632303278E0
2.691242935E2,7.708669739E0,-3.364253998E0,1.866169281E0,8.615357328E0
2.691342745E2,7.244934082E0,-2.858006744E0,1.272803192E0,7.891596820E0
2.691442545E2,7.051985321E0,-2.099084930E0,8.415499878E-1,7.405731625E0
2.691542355E2,7.341932373E0,-1.024170227E0,3.585044861E-1,7.421685866E0
2.691642165E2,7.407795410E0,-3.140469360E-1,-6.316864014E-2,7.414718376E0
2.691741975E2,7.189249878E0,5.613327026E-2,-7.345225525E-1,7.226893394E0
2.691841775E2,6.615942078E0,3.603007507E-1,-1.289418640E0,6.750044936E0
2.691941585E2,5.926475830E0,1.021026764E0,-1.230890350E0,6.138460920E0
2.692041395E2,6.097420349E0,2.067949677E0,-1.077160034E0,6.528033741E0
2.692141205E2,5.958958282E0,2.796484680E0,-1.241817627E0,6.698628322E0
2.692241005E2,5.315296783E0,2.963088226E0,-1.105151825E0,6.184952085E0
2.692340815E2,4.038751373E0,2.635718994E0,-5.164260864E-1,4.850280731E0
2.692440625E2,2.507585449E0,2.082020416E0,1.468446350E-1,3.262569102E0
2.692540435E2,1.506616974E0,1.557361450E0,5.249583435E-1,2.229540458E0
2.692640235E2,1.690883789E0,9.053173828E-1,6.294410706E-1,2.018634096E0
2.692740045E2,2.799927521E0,2.517764282E-1,6.358776855E-1,2.882243210E0
2.692839855E2,3.479214935E0,-1.047821045E-3,7.596702576E-1,3.561184714E0
2.692939665E2,4.794230347E0,-1.085243225E-1,7.676037598E-1,4.856504677E0
2.693039465E2,7.044351196E0,2.814147949E-2,4.748126221E-1,7.060391118E0
2.693139275E2,9.418863373E0,5.653742981E-1,-3.487747192E-2,9.435881081E0
2.693239085E2,1.125704086E1,1.626667328E0,-9.110055542E-1,1.141038767E1
2.693338895E2,1.212284042E1,3.122207336E0,-2.530338135E0,1.277161108E1
2.693438695E2,1.311318100E1,4.482279053E0,-3.413351898E0,1.427225675E1
2.693538505E2,1.465078354E1,4.612059174E0,-2.891537018E0,1.562938049E1
2.693638315E2,1.663296158E1,1.875599670E0,-3.342100067E0,1.706877025E1
2.693738125E2,1.829959579E1,-1.743125153E0,-5.288502502E0,1.912804094E1
2.693837925E2,1.764859955E1,-2.917732544E0,-6.799310760E0,1.913679325E1
2.693937735E2,1.456201813E1,-2.313439178E0,-7.418123932E0,1.650554257E1
2.694037545E2,1.191612030E1,-3.174897766E-1,-6.887477417E0,1.376706461E1
2.694137355E2,1.171194489E1,1.212328949E0,-5.197042694E0,1.287045637E1
2.694237155E2,1.367421432E1,1.349443817E0,-2.321971436E0,1.393544715E1
2.694336965E2,1.390428589E1,8.921447754E-2,3.318598938E-1,1.390853178E1
2.694436775E2,1.204545135E1,-1.859882355E0,3.338507538E0,1.263715527E1
2.694536585E2,1.134131561E1,-3.738625488E0,4.463867340E0,1.274868119E1
2.694636385E2,1.248299149E1,-5.664520569E0,5.300926666E0,1.469733626E1
2.694736195E2,1.213301926E1,-6.197562103E0,6.943910065E0,1.529175658E1
2.694836005E2,1.041129959E1,-5.371579742E0,5.760171661E0,1.305483074E1
2.694935815E2,1.025352768E1,-3.353177032E0,3.424728241E0,1.131845350E1
2.695035615E2,1.029828461E1,-1.285077667E0,3.149750061E0,1.084559892E1
2.695135425E2,1.048434769E1,5.186714172E-1,4.092339935E0,1.126666821E1
2.695235235E2,1.125299927E1,1.995200958E0,5.760620728E0,1.279826436E1
2.695335045E2,1.253508316E1,3.281326447E0,6.976691895E0,1.471630534E1
2.695434845E2,1.345312408E1,3.725752258E0,7.888445892E0,1.603419334E1
2.695534662E2,1.418375473E1,2.893033905E0,7.081024933E0,1.611488311E1
2.695634472E2,1.327409637E1,1.884580994E0,4.605323181E0,1.417611659E1
2.695734282E2,1.065484314E1,1.317410431E0,2.634671173E0,1.105453503E1
2.695834082E2,8.923543396E0,1.004561005E0,1.639540558E0,9.128354879E0
2.695933892E2,8.244405670E0,9.265731812E-1,1.101559296E0,8.369121555E0
2.696033702E2,7.675588531E0,9.675878906E-1,9.521699524E-1,7.794710594E0
2.696133512E2,7.147337036E0,9.575587463E-1,8.626560974E-1,7.262611170E0
2.696233312E2,6.602170715E0,6.433621216E-1,7.101232910E-1,6.671345296E0
2.696333122E2,6.024072876E0,3.097059631E-1,6.309379578E-1,6.064936480E0
2.696432932E2,5.668711853E0,1.011895752E-1,6.882687378E-1,5.711238680E0
2.696532742E2,5.381010132E0,-9.430389404E-3,3.876937866E-1,5.394966677E0
2.696632542E2,5.268294525E0,-2.121089172E-1,-4.540058899E-1,5.292073199E0
2.696732352E2,4.888534241E0,-3.927832031E-1,-5.149291992E-1,4.931247078E0
2.696832162E2,4.711901550E0,-4.782554626E-1,-5.149291992E-2,4.736390612E0
2.696931972E2,4.660708008E0,-6.953041077E-1,-1.043330383E-1,4.713441664E0
2.697031772E2,4.668791199E0,-9.439370728E-1,2.222877502E-1,4.768442125E0
2.697131582E2,4.558470612E0,-1.265318756E0,4.628375244E-1,4.753409770E0
2.697231392E2,4.452041931E0,-1.784289551E0,6.902146912E-1,4.845695294E0
2.697331202E2,4.649181976E0,-2.100432129E0,1.115779724E0,5.222228698E0
2.697431002E2,4.967719574E0,-2.213596802E0,1.312171326E0,5.594644060E0
2.697530812E2,5.306016083E0,-2.249073029E0,1.328038330E0,5.914036013E0
2.697630622E2,5.706134033E0,-2.041604462E0,1.422042847E0,6.224975521E0
2.697730432E2,6.393055573E0,-1.513502655E0,1.129401398E0,6.666138114E0
2.697830232E2,7.441026306E0,-6.096821594E-1,4.932243347E-1,7.482235967E0
2.697930042E2,8.699758759E0,6.590794373E-1,-3.231779480E-1,8.730671918E0
2.698029852E2,1.048255142E1,1.974244537E0,-9.735754395E-1,1.071117990E1
2.698129662E2,1.277248947E1,3.281625824E0,-1.546883240E0,1.327774089E1
2.698229462E2,1.529190033E1,4.743336182E0,-2.323618011E0,1.617840086E1
2.698329272E2,1.761297363E1,6.248306580E0,-3.512445831E0,1.901566331E1
2.698429082E2,1.882215912E1,7.498806152E0,-4.455933838E0,2.074514676E1
2.698528882E2,1.796324524E1,8.449030151E0,-3.863016815E0,2.022343168E1
2.698628692E2,1.566148178E1,8.562643890E0,-1.660796356E0,1.792649231E1
2.698728502E2,1.367002304E1,7.753726044E0,-3.597019958E-1,1.572002491E1
2.698828312E2,1.254376511E1,6.441704407E0,-3.963757324E-1,1.410669034E1
2.698928112E2,1.258852203E1,5.007387085E0,-5.285508728E-1,1.355817755E1
2.699027922E2,1.318143906E1,3.890409851E0,2.752775574E-1,1.374632322E1
2.699127732E2,1.243030106E1,2.031126251E0,3.212319946E-1,1.259924792E1
2.699227542E2,1.042836411E1,4.138893127E-1,4.119433594E-1,1.044470103E1
2.699327342E2,8.944948883E0,-4.655319214E-1,1.662891998E0,9.110106492E0
2.699427152E2,8.782237244E0,-9.987231445E-1,3.717369690E0,9.588742166E0
2.699526962E2,9.004375305E0,-1.074315948E0,6.434519348E0,1.111917122E1
2.699626772E2,9.868827667E0,-1.196911011E0,9.686357117E0,1.387990885E1
2.699726572E2,1.171329208E1,-1.716779938E0,1.119492004E1,1.629339681E1
2.699826382E2,1.304731796E1,-2.603236542E0,8.997938690E0,1.606151447E1
2.699926192E2,1.431667831E1,-3.007096710E0,6.847360840E0,1.615228340E1
2.700026002E2,1.499731293E1,-3.506158905E0,5.415288849E0,1.632598844E1
2.700125802E2,1.468476288E1,-4.395010529E0,4.153712311E0,1.588117453E1
2.700225612E2,1.397568741E1,-4.964875488E0,3.567830658E0,1.525448271E1
2.700325422E2,1.284688477E1,-5.397924957E0,3.604654083E0,1.439352539E1
2.700425232E2,1.132170639E1,-5.085075531E0,3.819008331E0,1.298552476E1
2.700525032E2,9.593250732E0,-4.338428192E0,3.608246613E0,1.112977369E1
2.700624842E2,8.366252289E0,-3.519331512E0,3.024161224E0,9.566892012E0
2.700724652E2,7.585176544E0,-2.852468262E0,2.115101624E0,8.375269146E0
2.700824462E2,7.069798279E0,-2.375260620E0,1.173110504E0,7.549840990E0
2.700924262E2,7.168892212E0,-1.478774872E0,1.874102783E-1,7.322220516E0
2.701024072E2,7.249275055E0,-4.927752686E-1,-6.035449219E-1,7.291027552E0
2.701123882E2,7.010521545E0,1.523831177E-1,-1.565893707E0,7.184890817E0
2.701223692E2,6.137836304E0,5.300477600E-1,-2.296823730E0,6.574905655E0
2.701323492E2,5.322481842E0,1.064286804E0,-2.220482483E0,5.864474556E0
2.701423302E2,5.101541290E0,1.873953094E0,-1.661245422E0,5.683059043E0
2.701523112E2,4.783452759E0,2.496957550E0,-1.460662537E0,5.590147793E0
2.701622922E2,4.108955383E0,2.608625336E0,-1.101409607E0,4.990144648E0
2.701722722E2,3.068918152E0,2.309696960E0,-4.918771362E-1,3.872325114E0
2.701822532E2,1.883383484E0,1.808988190E0,2.137554932E-1,2.620164695E0
2.701922342E2,1.120869141E0,1.410816193E0,7.593708801E-1,1.955350120E0
2.702022152E2,8.963360596E-1,8.190966797E-1,1.155896301E0,1.676434896E0
2.702121952E2,1.835333405E0,9.445358276E-2,1.487456818E0,2.364296506E0
2.702221762E2,2.797682190E0,-4.806504822E-1,1.896556091E0,3.413938419E0
2.702321572E2,4.152065735E0,-7.515870667E-1,2.226170654E0,4.770782825E0
2.702421382E2,6.307583313E0,-7.153623962E-1,2.056124268E0,6.672705419E0
2.702521182E2,8.973689117E0,-7.469467163E-2,1.112935638E0,9.042748554E0
2.702620992E2,1.140149048E1,1.419198761E0,-7.099736023E-1,1.151139317E1
2.702720802E2,1.328652054E1,3.904630280E0,-3.572471008E0,1.430175915E1
2.702820612E2,1.497725464E1,6.284531250E0,-5.702092438E0,1.721416125E1
2.702920412E2,1.702469696E1,5.975124664E0,-5.038222961E0,1.873302197E1
2.703020222E2,1.929562454E1,1.850302277E0,-5.092260590E0,2.004185278E1
2.703120032E2,2.067141357E1,-1.553918610E0,-5.838758240E0,2.153632048E1
2.703219842E2,1.817026474E1,-1.726958771E0,-5.837860107E0,1.916302476E1
2.703319642E2,1.379546219E1,-1.389111328E-1,-6.346801758E0,1.518604510E1
2.703419452E2,1.107202560E1,1.743574219E0,-6.951693878E0,1.318923234E1
2.703519262E2,1.102442459E1,2.043550415E0,-5.110522614E0,1.232199161E1
2.703619072E2,1.219663696E1,1.387165375E0,-1.106349335E0,1.232502291E1
2.703718872E2,1.150911667E1,-1.159638519E0,1.865869904E0,1.171691079E1
2.703818682E2,9.892179108E0,-4.048331451E0,4.613556061E0,1.164169638E1
2.703918492E2,1.030846344E1,-5.976621552E0,5.637127533E0,1.318186749E1
2.704018302E2,1.279688873E1,-7.768694916E0,6.077960815E0,1.615718384E1
2.704118102E2,1.324954742E1,-8.232131195E0,7.166497192E0,1.716616361E1
2.704217912E2,1.264151184E1,-6.554120636E0,5.451363831E0,1.524735015E1
2.704317722E2,1.225127335E1,-3.652853851E0,3.012934570E0,1.313448951E1
2.704417532E2,1.094089828E1,-1.391206970E0,2.592458954E0,1.132958762E1
2.704517332E2,1.030681686E1,-8.277786255E-2,3.957021332E0,1.104062244E1
2.704617142E2,1.158051819E1,8.193960571E-1,5.746849365E0,1.295399896E1
2.704716952E2,1.447040863E1,1.875749359E0,7.364235992E0,1.634451386E1
2.704816762E2,1.523382111E1,2.631827087E0,9.211394806E0,1.799571098E1
2.704916562E2,1.447040863E1,2.812201996E0,7.947273560E0,1.674695086E1
2.705016372E2,1.323712326E1,2.017354889E0,4.365072784E0,1.408350146E1
2.705116182E2,1.093191696E1,1.415606232E0,1.969155121E0,1.119769268E1
2.705215992E2,8.833580475E0,9.912387085E-1,8.812174988E-1,8.932594386E0
2.705315792E2,7.533683624E0,4.800517273E-1,3.990701294E-1,7.559503660E0
2.705415602E2,7.071145477E0,2.408491516E-1,4.555027771E-1,7.089893473E0
2.705515407E2,6.712341614E0,1.808239746E-1,6.691085815E-1,6.748031827E0
2.705615217E2,6.361620941E0,1.549278259E-1,6.653663635E-1,6.398197873E0
2.705715017E2,5.965245209E0,1.071771240E-1,3.546125793E-1,5.976737188E0
2.705814827E2,5.479654999E0,9.116043091E-2,9.520202637E-2,5.481240056E0
2.705914637E2,5.049898682E0,5.029541016E-2,-1.715432739E-1,5.053061786E0
2.706014447E2,4.727319489E0,-4.131408691E-2,-4.781057739E-1,4.751614624E0
2.706114247E2,4.533173218E0,-1.824705505E-1,-8.298742676E-1,4.612119494E0
2.706214057E2,4.250560913E0,-4.632865906E-1,-8.752299500E-1,4.364393429E0
2.706313867E2,4.153862000E0,-7.450007629E-1,-7.756869507E-1,4.290837435E0
2.706413677E2,3.966601410E0,-1.050216064E0,-3.601510620E-1,4.119051992E0
2.706513477E2,3.871998138E0,-1.470841370E0,1.233435059E-1,4.143785412E0
2.706613287E2,3.862118683E0,-1.892514496E0,6.735992432E-1,4.353309980E0
2.706713097E2,3.956871643E0,-2.014211426E0,1.409768372E0,4.658468389E0
2.706812907E2,4.364474030E0,-1.809287567E0,1.907782745E0,5.095271343E0
2.706912707E2,5.089865570E0,-1.433868256E0,1.829196167E0,5.595414937E0
2.707012517E2,6.003415833E0,-9.174421692E-1,1.425785065E0,6.238234113E0
2.707112327E2,7.183412018E0,-1.651066589E-1,1.121018829E0,7.272231545E0
2.707212137E2,8.791967010E0,6.926097107E-1,8.482859802E-1,8.859908647E0
2.707311937E2,1.098535583E1,1.700463867E0,3.606001282E-1,1.112203455E1
2.707411747E2,1.359936996E1,2.927462311E0,-3.845503235E-1,1.391620559E1
2.707511557E2,1.618120102E1,4.381987610E0,-1.458267517E0,1.682734756E1
2.707611367E2,1.823537933E1,5.824388123E0,-3.391197968E0,1.944100769E1
2.707711167E2,1.884670807E1,6.891968079E0,-5.257067871E0,2.074450268E1
2.707810977E2,1.765773056E1,7.304061127E0,-4.606371002E0,1.965612910E1
2.707910787E2,1.590307938E1,7.313042450E0,-2.324366455E0,1.765761034E1
