"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.252011417E0,1.760084885E1,-1.128353577E0,-2.453547821E0,1.780682338E1
3.261992417E0,1.781250870E1,-1.760039978E0,-3.758833466E0,1.828967020E1
3.271973417E0,1.582239716E1,-1.231788483E0,-4.496499481E0,1.649497082E1
3.281954417E0,1.362122452E1,-1.095721436E-1,-4.823269958E0,1.445038742E1
3.291935667E0,1.282443146E1,4.399351501E-1,-5.390590210E0,1.391826311E1
3.301916667E0,1.408615768E1,-4.159849548E-1,-4.885241089E0,1.491504148E1
3.311897667E0,1.560594727E1,-9.776170349E-1,-2.315534821E0,1.580705623E1
3.321878667E0,1.382450180E1,-1.639241180E0,-1.493893433E-1,1.392215065E1
3.331860667E0,1.054946228E1,-2.089055786E0,1.622476044E0,1.087601660E1
3.341841667E0,9.287586365E0,-2.545456696E0,3.595074005E0,1.027925909E1
3.351822667E0,9.704768829E0,-3.376977539E0,5.725144501E0,1.176281407E1
3.361803667E0,9.895921326E0,-4.244573364E0,7.535928955E0,1.314290254E1
3.371784667E0,1.079884369E1,-4.784500580E0,7.239844666E0,1.385358515E1
3.381765667E0,1.222373062E1,-3.891008606E0,6.111640778E0,1.420956337E1
3.391746667E0,1.227447510E1,-2.095193024E0,6.246360626E0,1.393088633E1
3.401727667E0,1.155701706E1,-7.849676514E-1,7.478598175E0,1.378804729E1
3.411708667E0,1.128548172E1,-3.089575195E-1,8.280181274E0,1.400067692E1
3.421690667E0,1.163710052E1,4.580474854E-2,8.121810608E0,1.419112449E1
3.431671667E0,1.215517319E1,4.743635559E-1,6.949149170E0,1.400942291E1
3.441652667E0,1.173320068E1,8.427474976E-1,5.438490601E0,1.295976086E1
3.451633667E0,1.042686722E1,8.749305725E-1,3.883524170E0,1.116095083E1
3.461614667E0,8.976682892E0,3.626957703E-1,3.059338074E0,9.490623447E0
3.471595667E0,7.945327606E0,8.831634521E-3,2.934198303E0,8.469818679E0
3.481576667E0,6.891069946E0,-2.706372070E-1,2.779869232E0,7.435574117E0
3.491557667E0,6.152356110E0,-6.173162842E-1,2.494712219E0,6.667544837E0
3.501539667E0,6.091582489E0,-8.825646973E-1,2.181563416E0,6.530353482E0
3.511520667E0,6.020180969E0,-1.037342834E0,1.743424530E0,6.352809469E0
3.521501667E0,5.836512909E0,-9.520202637E-1,1.227297821E0,6.039659383E0
3.531482667E0,5.734724579E0,-7.694000244E-1,9.388476562E-1,5.861781070E0
3.541463667E0,5.643713837E0,-6.384223938E-1,7.336244202E-1,5.726892160E0
3.551444667E0,5.630391541E0,-3.658392334E-1,4.986131287E-1,5.664253022E0
3.561425667E0,5.624403992E0,-6.316864014E-2,2.128573608E-1,5.628784842E0
3.571406667E0,5.632187805E0,2.210902405E-1,-1.616638184E-2,5.636548742E0
3.581388667E0,5.593717804E0,5.397775269E-1,-1.483415222E-1,5.621658461E0
3.591369667E0,5.345234528E0,6.140231323E-1,-3.155438232E-1,5.389631199E0
3.601350667E0,5.409600677E0,6.300398254E-1,-3.742218018E-1,5.459008301E0
3.611331667E0,5.611381073E0,5.595364380E-1,-2.686912537E-1,5.645606572E0
3.621312667E0,6.004463654E0,4.444258118E-1,-3.622467041E-2,6.020997450E0
3.631293667E0,6.383176117E0,2.823129272E-1,2.917433167E-1,6.396073177E0
3.641274667E0,6.684948578E0,1.245410156E-1,6.459068298E-1,6.717234817E0
3.651255667E0,7.060816956E0,9.490264893E-2,7.735913086E-1,7.103702282E0
3.661236667E0,7.551795959E0,2.555186462E-1,6.532415771E-1,7.584301982E0
3.671218667E0,8.257877655E0,7.027885437E-1,3.007246399E-1,8.293183370E0
3.681199667E0,9.249864807E0,1.420695648E0,-1.779798889E-1,9.360024141E0
3.691180667E0,1.036160294E1,2.182910614E0,-7.089257812E-1,1.061275129E1
3.701161667E0,1.143023071E1,2.842738495E0,-1.150657196E0,1.183449823E1
3.711142667E0,1.242700790E1,3.321443024E0,-1.439855804E0,1.294355801E1
3.721123667E0,1.327439575E1,3.933520203E0,-1.309327240E0,1.390670707E1
3.731104667E0,1.391476410E1,4.948260040E0,-3.282673645E-1,1.477205798E1
3.741085667E0,1.378243927E1,5.880371704E0,1.151854706E0,1.502867835E1
3.751067667E0,1.306962158E1,6.488257599E0,2.706222382E0,1.484035493E1
3.761048667E0,1.269285507E1,6.756799164E0,3.970493317E0,1.491736310E1
3.771029667E0,1.316437454E1,6.181844788E0,4.271816711E0,1.515798074E1
3.781010667E0,1.361074631E1,4.396357727E0,3.273692322E0,1.467301734E1
3.790991667E0,1.288535477E1,2.665357361E0,2.208956451E0,1.334226315E1
3.800972667E0,1.145597717E1,1.205892334E0,1.938468933E0,1.168123500E1
3.810953667E0,1.063703018E1,-1.143621826E-1,2.459535370E0,1.091827844E1
3.820934667E0,1.026640091E1,-1.201251984E0,3.700454865E0,1.097885969E1
3.830916667E0,1.030936157E1,-2.049687653E0,5.133724365E0,1.169783234E1
3.840897667E0,1.091200836E1,-2.873424683E0,6.086642761E0,1.282090933E1
3.850878667E0,1.164877625E1,-3.839365997E0,6.238576813E0,1.376061626E1
3.860859667E0,1.238719070E1,-4.756808167E0,5.759572906E0,1.446521336E1
3.870840667E0,1.319880295E1,-5.605393524E0,5.220992889E0,1.526065538E1
3.880821667E0,1.376283005E1,-6.312523041E0,4.772226105E0,1.587569148E1
3.890802667E0,1.396146698E1,-6.786587219E0,4.559518433E0,1.617929339E1
3.900783667E0,1.373199417E1,-6.653513947E0,4.428540802E0,1.588864014E1
3.910765667E0,1.237416779E1,-5.725593567E0,3.842210083E0,1.416562842E1
3.920746667E0,1.059092606E1,-4.411476288E0,2.847977600E0,1.182115960E1
3.930727667E0,9.312135315E0,-3.346141663E0,1.894460449E0,1.007479571E1
3.940708667E0,8.536298676E0,-2.433339844E0,1.256936188E0,8.964899690E0
3.950689667E0,8.555608521E0,-1.396146698E0,8.955876160E-1,8.714914798E0
3.960670667E0,8.852291565E0,-5.861810303E-1,1.957928467E-1,8.873838459E0
3.970651667E0,8.758137360E0,-4.745132446E-2,-6.195616150E-1,8.780152518E0
3.980632667E0,8.396040344E0,5.047503662E-1,-1.070723419E0,8.479075128E0
3.990614667E0,7.792794800E0,1.016386414E0,-8.099656677E-1,7.900426350E0
4.000595667E0,7.212900696E0,1.385219421E0,-9.026229858E-2,7.345264908E0
4.010576667E0,6.728208618E0,1.660347290E0,2.475851440E-1,6.934467733E0
4.020557667E0,6.131100311E0,1.679208069E0,2.936892700E-1,6.363676937E0
4.030538667E0,5.274880829E0,1.402283936E0,3.240760803E-1,5.467704573E0
4.040519667E0,4.330644379E0,1.028511200E0,5.189707947E-1,4.481255037E0
4.050500667E0,3.448678436E0,5.617817688E-1,7.816744995E-1,3.580502302E0
4.060481667E0,2.964136047E0,9.580078125E-2,8.622070313E-1,3.088475556E0
4.070463667E0,3.190016327E0,-2.757266235E-1,7.482939148E-1,3.288186905E0
4.080444667E0,3.904330902E0,-6.001020813E-1,6.595285034E-1,4.004859567E0
4.090425667E0,4.545298004E0,-8.554710388E-1,6.849755859E-1,4.675548759E0
4.100406667E0,5.239404602E0,-7.578739929E-1,8.824150085E-1,5.366972128E0
4.110387667E0,6.198609924E0,-3.921844482E-1,9.313632202E-1,6.280446726E0
4.120368667E0,7.234156494E0,2.269281006E-1,4.469705200E-1,7.251503237E0
4.130349667E0,7.961793365E0,1.102457428E0,-1.586700439E-1,8.039324733E0
4.140330667E0,8.886121216E0,1.884580994E0,-5.586383057E-1,9.100927015E0
4.150312667E0,1.009021729E1,2.528092804E0,-7.683522034E-1,1.043044118E1
4.160293667E0,1.148366959E1,3.144510956E0,-4.423301697E-1,1.191462430E1
4.170274667E0,1.335223389E1,3.396586761E0,-2.778222656E-1,1.378028072E1
4.180255667E0,1.614288071E1,2.816692657E0,-1.394500122E0,1.644600212E1
4.190236667E0,1.864358047E1,1.452279968E0,-3.461851044E0,1.901779752E1
4.200217667E0,1.820080124E1,1.071172485E0,-5.066364441E0,1.892312408E1
4.210198667E0,1.588616455E1,1.653162231E0,-5.892646179E0,1.702428996E1
4.220179667E0,1.337064560E1,1.785636749E0,-5.964496765E0,1.474916554E1
4.230161667E0,1.182900146E1,4.050576782E-1,-4.264032898E0,1.258059315E1
4.240142667E0,1.191926376E1,-9.813592529E-1,-6.164181519E-1,1.197547018E1
4.250123667E0,1.192914322E1,-2.470013580E0,1.831740875E0,1.231911927E1
4.260104667E0,9.321416016E0,-3.793261871E0,3.334765320E0,1.060180607E1
4.270085667E0,8.106392670E0,-3.669618988E0,4.951104126E0,1.018298275E1
4.280066667E0,9.214538269E0,-3.621718597E0,5.526956635E0,1.133895104E1
4.290047667E0,1.013422577E1,-4.300556946E0,6.592590637E0,1.283197465E1
4.300028417E0,1.238015533E1,-6.253545685E0,6.788383484E0,1.544206042E1
4.310010417E0,1.559472061E1,-6.200106812E0,5.802832947E0,1.775695654E1
4.319991417E0,1.551748123E1,-3.491339722E0,5.856571198E0,1.694936881E1
4.329972417E0,1.239347763E1,-1.653162231E0,6.933132477E0,1.429683738E1
4.339953417E0,1.096874039E1,-9.038204956E-1,7.867788849E0,1.352894152E1
4.349934417E0,1.077564194E1,-6.749464417E-1,7.904761963E0,1.338115367E1
4.359915417E0,1.097921860E1,-2.987786865E-1,6.855593719E0,1.294726515E1
4.369896417E0,1.115749786E1,3.852987671E-1,5.279371490E0,1.234949299E1
4.379877417E0,1.053898407E1,1.092727661E0,3.595074005E0,1.118877992E1
4.389859417E0,9.416168976E0,1.448088684E0,2.253713379E0,9.789812205E0
4.399840417E0,8.406967621E0,1.185684357E0,1.782942352E0,8.675357941E0
4.409821417E0,7.760162659E0,7.978408813E-1,1.855840759E0,8.018779177E0
4.419802417E0,7.093748474E0,3.811074829E-1,1.687740326E0,7.301710603E0
4.429783417E0,6.481371918E0,1.225950623E-1,1.225800934E0,6.597408538E0
4.439764417E0,6.056106262E0,7.035369873E-2,7.264393616E-1,6.099925151E0
4.449745417E0,5.768404541E0,4.535568237E-2,2.112107849E-1,5.772448188E0
4.459726417E0,5.619164886E0,-9.490264893E-2,-7.978408813E-2,5.620532540E0
4.469708417E0,5.661676483E0,-1.537303162E-1,-2.733316040E-1,5.670354819E0
4.479689417E0,5.806126099E0,-2.212399292E-1,-4.086502075E-1,5.824692470E0
4.489670417E0,5.940696259E0,-2.980302429E-1,-3.918850708E-1,5.961062654E0
4.499651417E0,6.092181244E0,-1.722917175E-1,-3.737727356E-1,6.106067704E0
4.509632417E0,6.100713501E0,-5.957611084E-2,-4.604425049E-1,6.118354504E0
4.519613417E0,5.963149567E0,-1.625619507E-1,-4.867877197E-1,5.985193516E0
4.529594417E0,6.105802917E0,-2.775228882E-1,-3.269201660E-1,6.120843489E0
4.539576417E0,6.332281952E0,-3.631448364E-1,-1.908531189E-1,6.345557013E0
4.549557417E0,6.592890015E0,-3.541635132E-1,-4.445755005E-2,6.602545495E0
4.559538417E0,6.812483368E0,-2.119592285E-1,1.598675537E-1,6.817654581E0
4.569519417E0,7.037016449E0,-5.373825073E-2,5.551954651E-1,7.059088490E0
4.579500417E0,7.450157318E0,2.700384521E-1,8.324189758E-1,7.501378952E0
4.589481417E0,7.944728851E0,7.032376099E-1,8.065228271E-1,8.016466723E0
4.599462417E0,8.467741241E0,1.283131714E0,5.944139099E-1,8.585009996E0
4.609443417E0,9.161249084E0,2.011067963E0,2.511776733E-1,9.382748497E0
4.619425417E0,1.012090347E1,2.727627869E0,-6.706054688E-2,1.048222963E1
4.629406417E0,1.108519821E1,3.371289368E0,-2.998265076E-1,1.159038858E1
4.639387417E0,1.177406570E1,3.901037750E0,-3.447331238E-1,1.240828593E1
4.649368417E0,1.223480759E1,4.243824921E0,-2.519261169E-1,1.295237559E1
4.659349417E0,1.259450958E1,4.601880341E0,2.583627319E-1,1.341140282E1
4.669330417E0,1.247924927E1,4.906047821E0,1.829196167E0,1.353317871E1
4.679311417E0,1.220037918E1,5.343587952E0,3.843108215E0,1.386263558E1
4.689293417E0,1.240006393E1,5.630840607E0,5.127138062E0,1.455182106E1
4.699274417E0,1.346509918E1,5.316344604E0,4.858147430E0,1.527003642E1
4.709255417E0,1.426773010E1,4.196523285E0,3.407514038E0,1.525745988E1
4.719236417E0,1.358125763E1,2.728076935E0,2.500250702E0,1.407637084E1
4.729217417E0,1.169203629E1,1.216071167E0,2.204914856E0,1.196010832E1
4.739198417E0,1.037657181E1,-2.158511353E-1,2.551144867E0,1.068775815E1
4.749179417E0,9.924062805E0,-1.377585297E0,3.728446655E0,1.069046670E1
4.759160417E0,9.794731750E0,-2.329605560E0,5.161267090E0,1.131381943E1
4.769142417E0,1.046503784E1,-3.235521698E0,6.280639343E0,1.262664042E1
4.779123417E0,1.188633224E1,-4.102518768E0,6.877148895E0,1.433215725E1
4.789104417E0,1.359443024E1,-4.963528290E0,6.555318146E0,1.588764748E1
4.799085417E0,1.487367004E1,-5.885461121E0,5.423970795E0,1.689035738E1
4.809066417E0,1.528875687E1,-6.775210876E0,4.140240326E0,1.722762778E1
4.819047417E0,1.499102600E1,-7.241042175E0,3.132685547E0,1.694040351E1
4.829028417E0,1.446666641E1,-6.684798889E0,2.658172302E0,1.615663496E1
4.839010417E0,1.288385788E1,-5.146747284E0,2.333647156E0,1.406871389E1
4.848991417E0,1.115240845E1,-3.424877930E0,1.769919434E0,1.179994143E1
4.858972417E0,9.716294861E0,-2.169588318E0,1.188378754E0,1.002625271E1
4.868953417E0,8.454269257E0,-1.314716034E0,6.671626282E-1,8.581856028E0
4.878934417E0,7.615862732E0,-6.285429382E-1,1.978884888E-1,7.644317578E0
4.888915417E0,7.037016449E0,-1.862127686E-1,-2.409988403E-2,7.039521042E0
4.898896417E0,6.530619507E0,9.535171509E-2,-1.317260742E-1,6.532643787E0
4.908878417E0,6.218668213E0,5.203179932E-1,2.348616028E-1,6.244815860E0
4.918859417E0,5.941594391E0,1.001567230E0,6.563850403E-1,6.061066090E0
4.928840417E0,5.561834106E0,1.460512848E0,6.971003723E-1,5.792499058E0
4.938821417E0,5.261708221E0,1.813329163E0,5.716612244E-1,5.594687893E0
4.948802417E0,4.639601898E0,1.646575928E0,6.116281128E-1,4.960968354E0
4.958783417E0,4.541705475E0,1.651365967E0,9.484277344E-1,4.924795767E0
4.968764417E0,4.307442627E0,1.529070282E0,1.108145599E0,4.703201525E0
4.978745417E0,3.774251404E0,1.171014862E0,1.144819336E0,4.114226632E0
4.988727417E0,3.060086517E0,6.554869080E-1,1.117875366E0,3.323166850E0
4.998708417E0,2.579585724E0,3.861968994E-2,1.195713501E0,2.843498684E0
5.008689417E0,2.788102112E0,-6.574328613E-1,1.258732452E0,3.128919740E0
5.018670417E0,3.442391510E0,-1.443448334E0,1.250200195E0,3.936572485E0
5.028651417E0,4.174219666E0,-2.070045319E0,1.245110779E0,4.822810207E0
5.038632417E0,5.550008698E0,-2.328258362E0,1.137634277E0,6.125160838E0
5.048613417E0,7.453300781E0,-2.113604736E0,8.864566040E-1,7.797744727E0
5.058595417E0,9.509574738E0,-1.281784515E0,3.097059631E-1,9.600567744E0
5.068576417E0,1.114088242E1,2.838098145E-1,-1.313817902E0,1.122167218E1
5.078557417E0,1.282862274E1,2.484533386E0,-3.642675018E0,1.356523309E1
5.088538417E0,1.472892105E1,4.484524384E0,-5.308411102E0,1.628592345E1
5.098519417E0,1.617671036E1,5.489384766E0,-5.656736755E0,1.799494301E1
5.108500417E0,1.698727478E1,4.513264618E0,-4.811444550E0,1.822325604E1
5.118481417E0,1.672202637E1,9.440867615E-1,-3.021167450E0,1.701895762E1
5.128463417E0,1.576701233E1,-1.446442108E0,-1.944306793E0,1.595215351E1
5.138444417E0,1.464913696E1,-1.692530365E0,-1.856140137E0,1.486294483E1
5.148425417E0,1.449645447E1,-1.609153748E0,-2.149380341E0,1.474301203E1
5.158406417E0,1.457474167E1,-2.409539337E0,-1.954036560E0,1.490124939E1
5.168387417E0,1.369008133E1,-3.740870819E0,-7.914042664E-1,1.421403398E1
5.178368417E0,1.363754059E1,-4.696932678E0,1.269210663E0,1.447945391E1
5.188349417E0,1.258043884E1,-5.433251495E0,3.329825592E0,1.410231902E1
5.198331417E0,9.606573029E0,-6.350843353E0,5.179080048E0,1.262704743E1
5.208312417E0,5.869893494E0,-6.992109833E0,6.094725952E0,1.097683625E1
5.218293417E0,5.246889038E0,-6.838529205E0,6.178701324E0,1.060526644E1
5.228274417E0,7.982749786E0,-6.902446289E0,4.634811859E0,1.152603748E1
5.238255417E0,1.074256073E1,-5.661975861E0,5.482948151E0,1.332378708E1
5.248236417E0,1.147947830E1,-4.263733521E0,6.720125427E0,1.396846203E1
5.258217417E0,1.278760803E1,-3.531905365E0,6.179599457E0,1.463505122E1
5.268198417E0,1.492621078E1,-2.914439392E0,6.116430817E0,1.639196301E1
5.278180417E0,1.502111343E1,-2.215393066E0,6.550228729E0,1.653624237E1
5.288161417E0,1.352557343E1,-1.384321289E0,6.187682648E0,1.493803529E1
5.298142917E0,1.238554413E1,-1.657054138E-1,5.072501678E0,1.338504520E1
5.308123917E0,1.123683289E1,1.022523651E0,3.940405884E0,1.195151733E1
5.318104917E0,1.003588028E1,1.741179199E0,2.969973907E0,1.060996433E1
5.328085917E0,9.010512543E0,1.866169281E0,2.131268005E0,9.445328336E0
5.338066917E0,7.981402588E0,1.664089508E0,1.419647827E0,8.275710309E0
5.348048917E0,7.208260345E0,1.314865723E0,9.192384338E-1,7.384638676E0
5.358029917E0,6.832990723E0,1.153201904E0,7.252418518E-1,6.967468162E0
5.368010917E0,6.623276825E0,1.083746338E0,6.369255066E-1,6.741511413E0
5.377991917E0,6.460265808E0,9.771679688E-1,4.291575623E-1,6.547829241E0
5.387972917E0,6.319857788E0,9.666897583E-1,2.691403198E-1,6.399025556E0
5.397953917E0,6.177503815E0,9.548643494E-1,1.862127686E-1,6.253638501E0
5.407934917E0,5.971532135E0,8.625064087E-1,1.257385254E-1,6.034809319E0
5.417916917E0,5.783672791E0,7.014413452E-1,1.107696533E-1,5.827105699E0
5.427897917E0,5.834417267E0,5.444178772E-1,1.746867371E-1,5.862365659E0
5.437878917E0,6.038442993E0,3.959266663E-1,2.165995789E-1,6.055284228E0
5.447859917E0,6.282435608E0,2.661465454E-1,1.082249451E-1,6.289001812E0
5.457840917E0,6.411167908E0,9.999206543E-2,-1.478924561E-1,6.413652979E0
5.467821917E0,6.532415771E0,-3.143463135E-2,-3.760180664E-1,6.543304481E0
5.477802917E0,6.568490753E0,-1.469943237E-1,-3.951782227E-1,6.582009111E0
5.487784917E0,6.816974030E0,-1.585203552E-1,-1.324745178E-1,6.820103600E0
5.497765917E0,7.336992645E0,1.064286804E-1,2.565664673E-1,7.342248599E0
5.507746917E0,7.892038422E0,5.640270996E-1,4.851411438E-1,7.927027119E0
5.517727917E0,8.536897430E0,1.089434509E0,4.158352661E-1,8.616171090E0
5.527708917E0,9.211993561E0,1.679507446E0,2.655477905E-1,9.367608353E0
5.537689917E0,9.832303619E0,2.129322052E0,6.182144165E-2,1.006041892E1
5.547670917E0,1.062505508E1,2.539020081E0,-2.095642090E-1,1.092622239E1
5.557652917E0,1.148591492E1,2.843337250E0,-6.307882690E-1,1.184941779E1
5.567633917E0,1.216131042E1,2.985391846E0,-1.185534668E0,1.257837542E1
5.577614917E0,1.239242981E1,2.798430634E0,-1.813329163E0,1.283322614E1
5.587595917E0,1.250379822E1,2.586770782E0,-1.947001190E0,1.291615913E1
5.597576917E0,1.253388565E1,2.653981018E0,-8.813671875E-1,1.284206809E1
5.607557917E0,1.169622757E1,3.076701965E0,1.047970734E0,1.213944303E1
5.617538917E0,1.083342178E1,3.723506927E0,2.745889893E0,1.177995937E1
5.627520917E0,1.110780121E1,4.144581299E0,3.499722290E0,1.236158800E1
5.637501917E0,1.239302856E1,4.133055267E0,3.354224854E0,1.348777696E1
5.647482917E0,1.341854599E1,3.422632599E0,2.683769073E0,1.410582882E1
5.657463917E0,1.321796310E1,2.217937775E0,1.969903564E0,1.354674561E1
5.667444917E0,1.172347092E1,9.810598755E-1,2.520159302E0,1.203135286E1
5.677425917E0,1.036579422E1,-1.118174744E-1,4.180057526E0,1.117743593E1
5.687406917E0,1.013497421E1,-1.216819611E0,6.660549316E0,1.218857126E1
5.697388917E0,1.092098969E1,-2.262545013E0,9.821825409E0,1.486120385E1
5.707369917E0,1.265648071E1,-3.809128876E0,1.156749527E1,1.756425101E1
5.717350917E0,1.428883621E1,-5.917344818E0,9.899064789E0,1.836238802E1
5.727331917E0,1.506482254E1,-7.670948181E0,8.068371735E0,1.873208335E1
5.737312917E0,1.462383957E1,-8.713230743E0,7.335346069E0,1.853602912E1
5.747293917E0,1.300794983E1,-9.041198730E0,6.099366302E0,1.697504941E1
5.757274917E0,1.169503006E1,-8.682245178E0,4.388723602E0,1.521236353E1
5.767256917E0,1.117216736E1,-7.958649902E0,2.716251526E0,1.398339923E1
5.777237917E0,1.060185333E1,-6.938072205E0,1.228645020E0,1.272971754E1
5.787218917E0,9.496402130E0,-5.622308350E0,3.435356140E-1,1.104128712E1
5.797199917E0,8.208630066E0,-4.319866791E0,1.095721436E-1,9.276576023E0
5.807180917E0,7.413483582E0,-3.291205902E0,3.049159241E-1,8.116942086E0
5.817161917E0,6.743177490E0,-2.308499451E0,3.384461975E-1,7.135415770E0
5.827142917E0,5.930966492E0,-1.637145538E0,2.195933533E-1,6.156689880E0
5.837124917E0,5.055736542E0,-1.231489105E0,1.146615601E-1,5.204823212E0
5.847105917E0,4.285588074E0,-9.279203796E-1,1.670526123E-1,4.388075654E0
5.857086917E0,3.691772919E0,-6.634204102E-1,4.221221924E-1,3.774586212E0
5.867067917E0,3.349135437E0,-3.743714905E-1,7.758366394E-1,3.458147579E0
5.877048917E0,3.219355316E0,-8.831634521E-2,1.090781708E0,3.400272513E0
5.887029917E0,3.568279724E0,2.912942505E-1,1.262624359E0,3.796273542E0
5.897010917E0,4.180506592E0,6.551875305E-1,1.154549103E0,4.386215874E0
5.906991917E0,4.778513031E0,9.054670715E-1,8.815168762E-1,4.942785592E0
5.916973917E0,5.446124725E0,1.234782257E0,8.340655518E-1,5.646293217E0
5.926954917E0,6.010600891E0,1.582509155E0,9.651928711E-1,6.289932875E0
5.936935917E0,6.388415222E0,1.872306519E0,1.124162292E0,6.751379238E0
5.946916917E0,6.580166473E0,2.161205750E0,1.390308838E0,7.064160231E0
5.956897917E0,6.588399353E0,2.477048950E0,1.594933319E0,7.217103978E0
5.966878917E0,6.961423645E0,2.889291687E0,1.655108185E0,7.716787461E0
5.976859917E0,8.003107452E0,3.328478394E0,1.366358643E0,8.774704169E0
5.986841917E0,9.397457886E0,3.706891479E0,5.899232483E-1,1.011935119E1
5.996822917E0,1.081396225E1,4.131558380E0,-8.893006897E-1,1.161044400E1
6.006803917E0,1.264660126E1,4.947511597E0,-3.336262207E0,1.398374198E1
6.016784917E0,1.467862564E1,5.683680725E0,-6.016887817E0,1.685138618E1
6.026765917E0,1.513712219E1,4.378245392E0,-6.557264099E0,1.706748996E1
6.036746917E0,1.483340378E1,1.179547119E0,-5.179828491E0,1.575600908E1
6.046727917E0,1.566851715E1,-1.215023346E0,-4.475093994E0,1.634029307E1
6.056709917E0,1.527902710E1,-2.503843231E0,-4.479135590E0,1.611770938E1
6.066690917E0,1.365176102E1,-2.407144318E0,-4.056714020E0,1.444374783E1
6.076671917E0,1.262130386E1,-1.390608215E0,-3.354823608E0,1.313339042E1
6.086652917E0,1.288849823E1,-2.902464294E-1,-3.275488586E0,1.330137042E1
6.096633917E0,1.369262604E1,3.701802063E-1,-2.671195221E0,1.395565567E1
6.106614917E0,1.229902405E1,4.501139832E-1,-7.554789734E-1,1.233042350E1
6.116595917E0,9.910890198E0,-1.440005493E-1,1.244362335E0,9.989740652E0
6.126577917E0,9.735305328E0,-3.797602844E-1,3.470383301E0,1.034233765E1
6.136558917E0,1.181088913E1,-6.378236389E-1,6.742878113E0,1.361507717E1
6.146539917E0,1.312515610E1,-9.677375793E-1,9.935888214E0,1.649024297E1
6.156520917E0,1.404379578E1,-1.782193909E0,9.790839844E0,1.721234905E1
6.166501917E0,1.447998871E1,-2.920576630E0,9.129515076E0,1.736513422E1
6.176482917E0,1.314251999E1,-3.203638000E0,9.147777100E0,1.633006289E1
6.186463917E0,1.208766357E1,-2.999761963E0,7.943681030E0,1.477200903E1
6.196444917E0,1.198078583E1,-2.885100403E0,6.575675812E0,1.396791129E1
6.206426917E0,1.202883591E1,-2.801125031E0,5.960604858E0,1.371378886E1
6.216407917E0,1.178544205E1,-2.653232574E0,5.833369446E0,1.341508429E1
6.226388917E0,1.121288269E1,-2.332599335E0,5.457052002E0,1.268657457E1
6.236369917E0,1.012584320E1,-1.978884888E0,4.787344666E0,1.137397709E1
6.246350917E0,9.108259277E0,-1.523232422E0,4.163741455E0,1.013002305E1
6.256331917E0,8.227041779E0,-1.216220856E0,3.505260773E0,9.024979927E0
6.266312917E0,7.494165802E0,-9.720785522E-1,2.777923279E0,8.051354887E0
