"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.354376838E2,6.109917165E-1,6.663194597E-3,3.096400650E0,3.156113474E0
1.354476660E2,1.014944417E0,1.757722726E-1,3.310066681E0,3.466633741E0
1.354576480E2,1.475219619E0,5.999477148E-2,4.330947849E0,4.575694654E0
1.354676290E2,1.589886733E0,-2.510686228E-1,4.983395374E0,5.236888841E0
1.354776110E2,1.511418123E0,-7.112269530E-1,4.731458148E0,5.017661280E0
1.354875920E2,1.222299329E0,-9.763937974E-1,3.857347940E0,4.162510495E0
1.354975740E2,9.817083317E-1,-8.298271975E-1,2.429145051E0,2.748292216E0
1.355075560E2,1.070032278E0,-4.211220261E-1,1.205585355E0,1.666057888E0
1.355175370E2,1.515052606E0,-1.382059586E-1,4.337809557E-1,1.581976992E0
1.355275190E2,2.042854304E0,1.203275120E-1,-4.027860349E-1,2.085657932E0
1.355375000E2,2.386076800E0,3.717797121E-1,-1.013076305E0,2.618760441E0
1.355474820E2,2.480139204E0,2.786192411E-1,-1.043934401E0,2.705275990E0
1.355574640E2,2.427707221E0,-8.308834970E-2,-5.185918951E-1,2.483868672E0
1.355674450E2,2.311766290E0,-4.457431895E-1,-3.843901098E-2,2.354660895E0
1.355774270E2,1.879869307E0,-9.076293719E-1,2.491650617E-1,2.102327976E0
1.355874080E2,1.156891936E0,-1.487023247E0,5.897232735E-1,1.974186067E0
1.355973900E2,3.704836768E-1,-1.666684502E0,9.038164026E-1,1.931833190E0
1.356073720E2,-1.552416752E-1,-1.645857305E0,8.151410383E-1,1.843204047E0
1.356173530E2,-3.940283677E-1,-1.359753335E0,1.981492746E-1,1.429493135E0
1.356273350E2,-5.009333038E-1,-8.609852555E-1,-6.554980177E-1,1.192437603E0
1.356373160E2,-3.661950365E-1,-4.615058210E-1,-1.699554625E0,1.798769677E0
1.356472980E2,-4.100006220E-1,-7.543639094E-2,-2.757453346E0,2.788788288E0
1.356572800E2,-3.929666595E-1,2.871962294E-1,-3.841301426E0,3.872015123E0
1.356672610E2,-3.991013389E-1,5.614195338E-1,-4.542305984E0,4.594237415E0
1.356772430E2,-3.833716710E-1,8.092122540E-1,-4.777003865E0,4.860202077E0
1.356872240E2,-4.498035691E-1,9.095744482E-1,-4.965650244E0,5.068267088E0
1.356972060E2,-6.819734792E-1,9.317894822E-1,-5.181689075E0,5.308787163E0
1.357071880E2,-9.126473062E-1,8.663225940E-1,-5.191019477E0,5.341359673E0
1.357171690E2,-1.079517632E0,9.212457830E-1,-5.019256348E0,5.216031671E0
1.357271510E2,-1.174613604E0,1.139979011E0,-4.636709865E0,4.917148324E0
1.357371320E2,-1.103921278E0,1.262435202E0,-3.918332645E0,4.262125707E0
1.357471140E2,-9.740761073E-1,1.315054588E0,-3.083480058E0,3.490851200E0
1.357570960E2,-8.531494749E-1,1.384247322E0,-1.919426891E0,2.515592229E0
1.357670770E2,-7.047378592E-1,1.494932775E0,-7.197717816E-1,1.802651067E0
1.357770590E2,-7.308086935E-1,1.466322057E0,9.337126315E-2,1.641005763E0
1.357870400E2,-1.044779616E0,1.402765746E0,9.968572980E-1,2.013216495E0
1.357970220E2,-1.059144763E0,9.845825306E-1,2.299460240E0,2.716377695E0
1.358070040E2,-9.422341443E-1,4.922496039E-1,3.555180207E0,3.710717068E0
1.358169850E2,-6.927044356E-1,1.817767784E-1,4.516904510E0,4.573325768E0
1.358269670E2,-3.077596078E-1,1.703653523E-1,4.977243519E0,4.989658643E0
1.358369480E2,3.888586251E-1,3.640157792E-1,4.808191743E0,4.837605437E0
1.358469300E2,1.141507619E0,5.569543076E-1,4.218921044E0,4.405965561E0
1.358569120E2,1.631774140E0,6.816034967E-1,3.794313785E0,4.186178122E0
1.358668930E2,1.980944423E0,9.472208691E-1,3.451111463E0,4.090420334E0
1.358768750E2,2.099544522E0,1.226161415E0,2.934237480E0,3.810683482E0
1.358868560E2,2.050238022E0,1.395923919E0,2.370065954E0,3.430640197E0
1.358968380E2,1.658432473E0,1.368151107E0,2.415243296E0,3.233517573E0
1.359068200E2,1.268529901E0,9.620236802E-1,3.122407311E0,3.504865916E0
1.359168010E2,7.458615462E-1,2.451281440E-1,3.814126491E0,3.894092724E0
1.359267830E2,-1.004063041E-1,-4.042276660E-1,3.976238791E0,3.997994041E0
1.359367640E2,-8.625406149E-1,-9.331723487E-1,3.330745944E0,3.564920123E0
1.359467460E2,-1.512618556E0,-1.161158503E0,2.158793188E0,2.880397888E0
1.359567280E2,-1.902288117E0,-1.177340965E0,1.042569661E0,2.468153829E0
1.359667090E2,-1.868535064E0,-1.039451633E0,1.502249104E-1,2.143466936E0
1.359766910E2,-1.436420419E0,-7.863923255E-1,-5.367498386E-1,1.723315670E0
1.359866720E2,-7.113994458E-1,-5.443889335E-1,-8.524772644E-1,1.236594505E0
1.359966540E2,2.598149976E-2,-3.092852560E-1,-6.701026082E-1,7.384916475E-1
1.360066360E2,3.357484018E-1,-2.001732883E-1,-5.932538223E-1,7.104550882E-1
1.360166170E2,3.693859717E-1,-3.143390045E-1,-6.261555201E-1,7.920389770E-1
1.360265990E2,2.896443490E-1,-5.435329011E-1,-5.622875530E-1,8.339599245E-1
1.360365800E2,1.713817446E-1,-8.784526429E-1,-4.381143272E-1,9.964913004E-1
1.360465620E2,-4.018140815E-2,-1.206887530E0,-2.455462199E-1,1.232268235E0
1.360565440E2,-2.673568094E-1,-1.578780678E0,-1.402296799E-1,1.607386841E0
1.360665250E2,-4.456110058E-1,-1.899811821E0,1.302192467E-1,1.955712447E0
1.360765070E2,-6.540718087E-1,-2.165482988E0,3.111642587E-1,2.283407475E0
1.360864880E2,-9.345704180E-1,-2.306795280E0,4.124625921E-3,2.488924133E0
1.360964700E2,-1.189939229E0,-2.241808448E0,-8.700598419E-1,2.683032727E0
1.361064510E2,-1.240811029E0,-1.894739361E0,-1.969752706E0,3.001595406E0
1.361164330E2,-1.075282639E0,-1.404126101E0,-2.981637349E0,3.466693546E0
1.361264150E2,-7.965590255E-1,-9.771469188E-1,-3.722132832E0,3.929833991E0
1.361363960E2,-5.303431175E-1,-5.552384421E-1,-4.241536320E0,4.310473745E0
1.361463780E2,-3.439021613E-1,-1.883531418E-1,-4.661530126E0,4.677991954E0
1.361563590E2,-1.950081503E-1,1.209546259E-1,-4.879828906E0,4.885221423E0
1.361663410E2,1.970730945E-3,3.930176765E-1,-4.999276997E0,5.014702112E0
1.361763230E2,2.124721024E-1,6.053101963E-1,-4.947846057E0,4.989261011E0
1.361863040E2,2.689078930E-1,6.956543559E-1,-4.799152533E0,4.856759359E0
1.361962860E2,1.232817446E-1,6.575723174E-1,-4.457494460E0,4.507422390E0
1.362062670E2,-1.485325069E-1,4.726699099E-1,-3.971466878E0,4.002252855E0
1.362162490E2,-5.609886671E-1,3.166711664E-1,-3.603134977E0,3.660269194E0
1.362262310E2,-9.349922215E-1,2.110739601E-1,-3.120422181E0,3.264321869E0
1.362362120E2,-1.129642522E0,1.763824296E-1,-2.665597681E0,2.900450653E0
1.362461940E2,-1.185739174E0,2.465174425E-1,-2.362879141E0,2.655173455E0
1.362561750E2,-1.000110396E0,3.737119246E-1,-1.987731140E0,2.256314804E0
1.362661570E2,-6.685014944E-1,3.801000077E-1,-1.535027425E0,1.716880736E0
1.362761390E2,-3.343942232E-1,2.239296484E-1,-9.132426989E-1,9.979860776E-1
1.362861200E2,5.281132087E-2,-9.192027658E-2,1.136201710E-1,1.553959977E-1
1.362961020E2,2.905054611E-1,-5.709019634E-1,1.547309502E0,1.674660912E0
1.363060830E2,3.704779758E-1,-1.154053259E0,3.060532075E0,3.291800334E0
1.363160650E2,2.498605880E-1,-1.582289008E0,4.524351524E0,4.799565139E0
1.363260470E2,9.548503160E-3,-1.670064485E0,5.735195280E0,5.973413719E0
1.363360280E2,-9.862834856E-2,-1.416022553E0,6.277644984E0,6.436122588E0
1.363460100E2,8.306539938E-2,-9.127877855E-1,5.586734474E0,5.661420625E0
1.363559910E2,7.576031207E-1,-3.343133855E-1,3.984222579E0,4.069368193E0
1.363659730E2,1.674900864E0,3.432844761E-1,3.382149986E0,3.789732928E0
1.363759550E2,2.617293833E0,5.416489282E-1,4.116968408E0,4.908466098E0
1.363859360E2,3.333739426E0,2.689450228E-1,4.938534951E0,5.964501442E0
1.363959180E2,3.330024105E0,-6.551542014E-2,5.219435191E0,6.191595636E0
1.364058990E2,2.608568618E0,-4.227039903E-1,4.585180108E0,5.292181546E0
1.364158810E2,1.652822801E0,-6.129779425E-1,3.202573807E0,3.655686551E0
1.364258630E2,1.008332459E0,-5.317685956E-1,2.048690118E0,2.344492138E0
1.364358440E2,7.312532280E-1,-3.962459242E-1,9.711962074E-1,1.278657182E0
1.364458254E2,7.646167096E-1,-7.644445091E-2,-4.321951908E-1,8.816320943E-1
1.364558064E2,1.095570870E0,4.055339339E-1,-1.900999390E0,2.231262420E0
1.364657884E2,1.674506907E0,9.496281677E-1,-2.999887093E0,3.564419955E0
1.364757704E2,2.301612308E0,1.356240913E0,-3.466796034E0,4.376697770E0
1.364857514E2,2.672035466E0,1.374910780E0,-3.132851023E0,4.341072300E0
1.364957334E2,2.439323153E0,8.352974139E-1,-1.893670490E0,3.199063479E0
1.365057144E2,1.974543915E0,6.601945013E-3,-7.413889378E-1,2.109152629E0
1.365156964E2,1.086826943E0,-7.506079504E-1,4.213047516E-1,1.386399219E0
1.365256774E2,-6.142134592E-2,-1.599467104E0,1.574661022E0,2.245356304E0
1.365356594E2,-1.283923573E0,-1.963955484E0,2.301721943E0,3.286868538E0
1.365456414E2,-2.080399568E0,-1.927325602E0,2.184320962E0,3.579651436E0
1.365556224E2,-2.322149922E0,-1.516931755E0,1.080949030E0,2.976896541E0
1.365656044E2,-2.131875093E0,-6.945542023E-1,-5.358294868E-1,2.305300455E0
1.365755864E2,-1.829617897E0,1.432056203E-2,-1.818750701E0,2.579837367E0
1.365855674E2,-1.614527339E0,4.875218377E-1,-2.961229981E0,3.407823216E0
1.365955494E2,-1.466078228E0,8.908648199E-1,-4.008125412E0,4.359827384E0
1.366055304E2,-1.448583212E0,1.184117595E0,-4.538340402E0,4.908875779E0
1.366155124E2,-1.422238582E0,1.263366517E0,-4.597040015E0,4.975101451E0
1.366254934E2,-1.466231571E0,1.228270944E0,-4.437612757E0,4.832276018E0
1.366354754E2,-1.655043281E0,1.105325633E0,-4.243085248E0,4.686649703E0
1.366454574E2,-1.877479404E0,9.116643892E-1,-4.178379959E0,4.670644491E0
1.366554384E2,-2.014980773E0,7.420334472E-1,-4.131578845E0,4.656254386E0
1.366654204E2,-2.230718619E0,5.886071862E-1,-3.846777343E0,4.485561270E0
1.366754014E2,-2.370421026E0,5.427708627E-1,-3.455003954E0,4.224990932E0
1.366853834E2,-2.174643090E0,6.833363190E-1,-3.035320635E0,3.795944211E0
1.366953654E2,-1.847301339E0,9.855743645E-1,-2.512087221E0,3.270238718E0
1.367053464E2,-1.520767967E0,1.326694348E0,-1.633370576E0,2.596295927E0
1.367153284E2,-1.142878791E0,1.487032456E0,-5.385601366E-1,1.951277653E0
1.367253094E2,-8.109645183E-1,1.492763897E0,5.706449783E-1,1.792105798E0
1.367352914E2,-5.363430186E-1,1.306446463E0,1.823796848E0,2.306664505E0
1.367452734E2,-2.930434451E-1,1.013962450E0,3.143589435E0,3.316044156E0
1.367552544E2,1.423280995E-1,6.568798609E-1,4.405402200E0,4.456379358E0
1.367652364E2,6.607299601E-1,4.302875367E-1,5.701698920E0,5.755960565E0
1.367752174E2,1.232065933E0,2.330037962E-1,6.676732070E0,6.793454819E0
1.367851994E2,1.775209556E0,9.448735043E-2,7.214806888E0,7.430594543E0
1.367951814E2,1.999668962E0,2.727408890E-1,7.421406559E0,7.690925748E0
1.368051624E2,1.975438539E0,6.692112002E-1,7.233753621E0,7.528438915E0
1.368151444E2,1.984988065E0,1.054927020E0,6.174599503E0,6.571052249E0
1.368251254E2,1.865407096E0,1.285309363E0,4.980582279E0,5.471559525E0
1.368351074E2,1.758347355E0,1.254096049E0,4.498711483E0,4.990285295E0
1.368450894E2,1.685042713E0,9.591740397E-1,4.341800866E0,4.755062412E0
1.368550704E2,1.256092435E0,6.848805687E-1,3.573211851E0,3.848983311E0
1.368650524E2,3.536171640E-1,3.729867236E-1,1.979332200E0,2.044974364E0
1.368750334E2,-5.953401089E-1,1.826801732E-2,3.186118573E-1,6.754828505E-1
1.368850154E2,-1.298222647E0,-2.401871006E-1,-9.862598044E-1,1.647962465E0
1.368949964E2,-1.833311291E0,-5.034588625E-1,-2.014542378E0,2.769996771E0
1.369049784E2,-2.145922297E0,-7.635992941E-1,-2.609007159E0,3.463377649E0
1.369149604E2,-2.016131067E0,-9.173360422E-1,-2.611814992E0,3.424597413E0
1.369249414E2,-1.318833351E0,-8.923390491E-1,-1.667374474E0,2.305586264E0
1.369349234E2,-4.020232657E-1,-8.240510255E-1,-6.418605566E-1,1.119226417E0
1.369449044E2,-3.590935931E-2,-9.380188134E-1,-1.656165361E-1,9.532038677E-1
1.369548864E2,7.482236020E-2,-1.086693627E0,5.881106114E-1,1.237891561E0
1.369648684E2,-5.264394432E-3,-1.329290073E0,1.367241572E0,1.906931915E0
1.369748494E2,-3.522016992E-1,-1.448633645E0,1.685984992E0,2.250584561E0
1.369848314E2,-9.012331758E-1,-1.537145287E0,1.520939729E0,2.342710936E0
1.369948124E2,-1.591453787E0,-1.674211331E0,9.826555806E-1,2.510243161E0
1.370047944E2,-2.135332990E0,-1.646628406E0,2.495474696E-1,2.708007760E0
1.370147764E2,-2.523805918E0,-1.457530183E0,-5.176984406E-1,2.960067942E0
1.370247574E2,-2.847080637E0,-1.262377314E0,-1.230592727E0,3.348704690E0
1.370347394E2,-3.045200676E0,-1.178702489E0,-1.972939439E0,3.815111629E0
1.370447204E2,-3.030914758E0,-1.053479834E0,-2.479990684E0,4.055442988E0
1.370547024E2,-2.792509158E0,-8.773146285E-1,-2.772867776E0,4.031945444E0
1.370646844E2,-2.447689788E0,-6.350672615E-1,-3.048252922E0,3.960598642E0
1.370746654E2,-2.100555213E0,-4.173589043E-1,-3.314250364E0,3.945982277E0
1.370846474E2,-1.781919820E0,-2.867299139E-1,-3.502575147E0,3.940239199E0
1.370946284E2,-1.452416793E0,-1.062425928E-1,-3.528193552E0,3.816929626E0
1.371046104E2,-1.117189926E0,5.975050405E-2,-3.486546174E0,3.661650950E0
1.371145924E2,-8.451379855E-1,2.318887322E-1,-3.569248608E0,3.675264102E0
1.371245734E2,-5.984485618E-1,5.043838920E-1,-3.804076297E0,3.883753373E0
1.371345554E2,-3.052198331E-1,8.488063824E-1,-4.150007515E0,4.246904025E0
1.371445364E2,-1.089043915E-2,1.171592567E0,-4.486633474E0,4.637092589E0
1.371545184E2,2.495218880E-1,1.480112569E0,-4.398898927E0,4.647935688E0
1.371645004E2,4.440643077E-1,1.596844774E0,-3.972700641E0,4.304585546E0
1.371744814E2,4.433222960E-1,1.651065128E0,-3.430046868E0,3.832462946E0
1.371844634E2,3.925019521E-1,1.402451020E0,-2.858202626E0,3.207841782E0
1.371944444E2,4.124169838E-1,1.010165999E0,-2.053417591E0,2.325305769E0
1.372044264E2,6.635512416E-1,5.501898099E-1,-1.123625518E0,1.416172088E0
1.372144074E2,1.231044278E0,2.667353600E-2,3.020203829E-2,1.231703558E0
1.372243894E2,1.883825826E0,-5.497354813E-1,1.571899967E0,2.514334574E0
1.372343714E2,2.474689599E0,-9.824351406E-1,3.184969010E0,4.151300400E0
1.372443524E2,3.060006410E0,-1.090836964E0,4.540765827E0,5.583199693E0
1.372543344E2,3.251315027E0,-1.009314206E0,5.444035515E0,6.420847862E0
1.372643154E2,3.000623842E0,-8.022360872E-1,6.131287422E0,6.873136958E0
1.372742974E2,2.423268600E0,-5.491779493E-1,6.268333293E0,6.742835412E0
1.372842794E2,1.684882061E0,-4.147453451E-1,4.933290583E0,5.229550386E0
1.372942604E2,1.352269923E0,-1.842346555E-1,3.264492313E0,3.538288627E0
1.373042424E2,1.397157243E0,1.158062987E-1,2.435982201E0,2.810599356E0
1.373142234E2,1.716511989E0,9.209978610E-2,2.599202548E0,3.116207577E0
1.373242054E2,2.079216823E0,-2.521531351E-1,3.095938135E0,3.737854563E0
1.373341874E2,2.291092144E0,-3.073704390E-1,2.859948605E0,3.677347661E0
1.373441684E2,2.275769223E0,-2.168969098E-1,1.718891952E0,2.860202679E0
1.373541504E2,2.160535805E0,-2.700337744E-1,3.468983477E-1,2.204806492E0
1.373641314E2,2.206524594E0,-2.096728210E-1,-9.332612264E-1,2.404930351E0
1.373741134E2,2.605335107E0,-2.906548575E-2,-1.690234163E0,3.105721712E0
1.373840954E2,3.182645034E0,1.131538555E-1,-1.049110941E0,3.353008645E0
1.373940764E2,3.411838639E0,-2.061663920E-1,6.474522489E-1,3.478842033E0
1.374040584E2,3.157854302E0,-8.000954215E-1,1.590747882E0,3.625282789E0
1.374140394E2,2.560540465E0,-1.285839559E0,2.013868779E0,3.502201923E0
1.374240214E2,1.825574548E0,-1.863858900E0,2.430420914E0,3.565618915E0
1.374340024E2,9.865890026E-1,-2.089018218E0,2.815034972E0,3.641672262E0
1.374439851E2,3.389163136E-1,-1.998511798E0,2.872813064E0,3.515959126E0
1.374539671E2,-2.045570920E-1,-1.743115797E0,2.370581678E0,2.949568405E0
1.374639481E2,-6.053693993E-1,-1.405437193E0,1.350876385E0,2.041223364E0
1.374739301E2,-8.979648015E-1,-1.029294288E0,1.195644504E-1,1.371161250E0
1.374839111E2,-1.122109920E0,-7.861952743E-1,-9.514156616E-1,1.668060383E0
1.374938931E2,-1.323141726E0,-6.231526825E-1,-1.828190446E0,2.341218400E0
1.375038751E2,-1.510254527E0,-4.160524902E-1,-2.579393350E0,3.017820151E0
1.375138561E2,-1.649232610E0,-2.081854355E-1,-3.323667889E0,3.716191278E0
1.375238381E2,-1.737609620E0,-2.747548163E-2,-4.146882178E0,4.496295575E0
1.375338191E2,-1.830759859E0,1.167113015E-1,-4.883047798E0,5.216268684E0
1.375438011E2,-1.876001959E0,2.047472727E-1,-5.535144491E0,5.848002165E0
1.375537831E2,-1.951662006E0,2.661275420E-1,-6.007556246E0,6.322225914E0
1.375637641E2,-2.158430222E0,3.271799286E-1,-6.191869254E0,6.565448392E0
1.375737461E2,-2.184057692E0,4.151011482E-1,-6.268619222E0,6.651165606E0
1.375837271E2,-2.019079087E0,5.989270833E-1,-6.379520438E0,6.718160092E0
1.375937091E2,-1.883858716E0,8.142262414E-1,-6.327793044E0,6.652281778E0
1.376036911E2,-1.894220421E0,9.254554859E-1,-6.080190359E0,6.435313019E0
1.376136721E2,-1.815045028E0,1.046291706E0,-5.510120162E0,5.894958777E0
1.376236541E2,-1.868641484E0,1.110840581E0,-4.370453977E0,4.881255551E0
1.376336351E2,-1.814675338E0,9.133201745E-1,-2.922119710E0,3.558930165E0
1.376436171E2,-1.718256067E0,6.785091501E-1,-1.409361405E0,2.323591649E0
1.376535981E2,-1.539190643E0,4.864494583E-1,4.605828381E-1,1.678653467E0
1.376635801E2,-1.091132102E0,1.600187042E-1,2.513929678E0,2.745180810E0
1.376735621E2,-5.901213227E-1,-1.690880281E-1,4.492285393E0,4.534033744E0
1.376835431E2,-1.762428273E-1,-3.202037618E-1,6.016020675E0,6.027113467E0
1.376935251E2,3.565309046E-1,-3.348849508E-1,6.689090161E0,6.706950827E0
1.377035061E2,1.100805297E0,-2.778170031E-1,6.607340239E0,6.704170316E0
1.377134881E2,1.801893471E0,-4.556588978E-2,6.302969275E0,6.555632541E0
1.377234701E2,2.429690743E0,4.188193926E-1,6.053905370E0,6.536709954E0
1.377334511E2,2.678366831E0,9.088271740E-1,5.774655799E0,6.430106167E0
1.377434331E2,2.597433765E0,1.264099904E0,4.969729847E0,5.748288918E0
1.377534141E2,2.162577214E0,1.481661350E0,3.866132796E0,4.671085887E0
1.377633961E2,1.591739862E0,1.379558440E0,3.346086114E0,3.953872729E0
1.377733781E2,1.121539670E0,1.042897397E0,3.359829994E0,3.692417068E0
1.377833591E2,7.923787779E-1,6.568770835E-1,3.293331365E0,3.450417817E0
1.377933411E2,3.811384001E-1,2.965073356E-1,2.710989032E0,2.753660221E0
1.378033221E2,-2.342393859E-1,1.461803913E-3,1.599301774E0,1.616365179E0
1.378133041E2,-8.550650228E-1,-3.351375505E-1,3.877914351E-1,9.969130193E-1
1.378232861E2,-1.396782583E0,-6.767158091E-1,-5.452943748E-1,1.645081100E0
1.378332671E2,-1.732912406E0,-8.989056185E-1,-1.020862457E0,2.202992708E0
1.378432491E2,-1.639527255E0,-9.694955447E-1,-1.144043410E0,2.221892562E0
1.378532301E2,-1.097422098E0,-9.578820974E-1,-6.868934727E-1,1.610495581E0
1.378632121E2,-3.109327090E-1,-9.211212373E-1,2.367531770E-1,1.000597596E0
1.378731931E2,2.686575591E-1,-9.242939365E-1,7.754951620E-1,1.236078036E0
1.378831751E2,5.627547455E-1,-9.297906116E-1,8.150042135E-1,1.358468017E0
1.378931571E2,7.699645731E-1,-8.835391358E-1,7.491861999E-1,1.390958954E0
1.379031381E2,8.089288102E-1,-9.083418551E-1,6.307192719E-1,1.370130485E0
1.379131201E2,6.057080993E-1,-1.030544569E0,4.670317322E-1,1.283363958E0
1.379231011E2,2.698165503E-1,-1.200752339E0,3.245146215E-1,1.272759557E0
1.379330831E2,-1.849928932E-1,-1.417251931E0,1.701218158E-1,1.439363344E0
1.379430651E2,-6.332037538E-1,-1.625366907E0,-1.860636646E-1,1.754247492E0
1.379530461E2,-1.090259113E0,-1.718399032E0,-8.148095012E-1,2.192139295E0
1.379630281E2,-1.491840475E0,-1.703036642E0,-1.731365817E0,2.850184099E0
1.379730091E2,-1.698045459E0,-1.623510124E0,-2.542426084E0,3.461657680E0
1.379829911E2,-1.787593666E0,-1.585138356E0,-3.213524473E0,4.004359407E0
1.379929731E2,-1.727430349E0,-1.331175069E0,-3.795742260E0,4.377636575E0
1.380029541E2,-1.510229676E0,-9.166361305E-1,-4.378008580E0,4.721014149E0
1.380129361E2,-1.197342097E0,-5.355418038E-1,-4.867148634E0,5.040790508E0
1.380229171E2,-9.560041179E-1,-1.094280097E-1,-5.190056441E0,5.278503976E0
1.380328991E2,-6.247872716E-1,3.144632578E-1,-5.260330617E0,5.306630238E0
1.380428801E2,-2.600939463E-1,6.868218443E-1,-5.117500681E0,5.169930979E0
1.380528621E2,-1.985129714E-3,1.001831524E0,-4.757701036E0,4.862035530E0
1.380628441E2,3.668484628E-2,1.169784900E0,-4.309015528E0,4.465126797E0
1.380728251E2,-1.028538390E-1,1.392435470E0,-3.972374951E0,4.210607818E0
1.380828071E2,-2.116607282E-1,1.676336209E0,-3.817032557E0,4.174283279E0
1.380927881E2,-2.812868871E-1,1.872598002E0,-3.673838924E0,4.133139004E0
1.381027701E2,-2.365751293E-1,2.059284103E0,-3.222839672E0,3.831881308E0
1.381127521E2,-7.188946992E-2,2.233220642E0,-2.399932947E0,3.279042647E0
1.381227331E2,6.129782349E-2,2.304996969E0,-1.464501818E0,2.731580865E0
1.381327151E2,2.671819411E-1,2.087484055E0,-5.009514302E-1,2.163314171E0
1.381426961E2,3.766108279E-1,1.611500820E0,8.821928144E-1,1.875375901E0
1.381526781E2,5.933628729E-1,8.366889051E-1,2.438032234E0,2.645019659E0
1.381626601E2,8.992690229E-1,4.578369856E-3,3.948704252E0,4.049811231E0
1.381726411E2,1.307669993E0,-5.886327678E-1,5.293729913E0,5.484529674E0
1.381826231E2,1.764319701E0,-8.067906296E-1,6.152035097E0,6.450679884E0
1.381926041E2,1.983213143E0,-6.455703226E-1,6.483741794E0,6.810932614E0
1.382025861E2,1.836894319E0,-3.514844652E-1,6.693777289E0,6.950134996E0
1.382125681E2,1.510845096E0,-2.552984986E-1,6.372464603E0,6.554093022E0
1.382225491E2,1.011743140E0,-2.170600471E-1,5.294478942E0,5.394649804E0
1.382325311E2,7.305214490E-1,-1.688474151E-1,3.866011174E0,3.938046906E0
1.382425121E2,7.209412247E-1,-5.720769614E-2,2.584019083E0,2.683315783E0
1.382524941E2,1.022883986E0,-7.217803001E-2,2.355898735E0,2.569389065E0
1.382624751E2,1.575401865E0,-4.894882563E-1,2.832508206E0,3.277894527E0
1.382724571E2,1.703753657E0,-8.562399477E-1,2.794053993E0,3.382700265E0
1.382824391E2,1.539748613E0,-1.003468160E0,1.701224590E0,2.504384005E0
1.382924201E2,1.326281242E0,-9.499474257E-1,5.788568079E-2,1.632413182E0
1.383024021E2,9.259001666E-1,-9.055945408E-1,-1.706895804E0,2.142635265E0
1.383123831E2,4.637129988E-1,-9.707047489E-1,-3.310620997E0,3.481021235E0
1.383223651E2,3.294354920E-1,-8.605236179E-1,-4.372469512E0,4.468502912E0
1.383323471E2,6.071329196E-1,-7.036460379E-1,-4.664520977E0,4.756204797E0
1.383423281E2,1.034989038E0,-6.645591554E-1,-3.768955581E0,3.964576566E0
1.383523101E2,1.283922988E0,-8.689617348E-1,-2.133496964E0,2.637302037E0
1.383622911E2,1.112602347E0,-1.340507810E0,-1.198401466E0,2.114476589E0
1.383722731E2,7.050001068E-1,-1.919219022E0,-1.333042377E-1,2.048950176E0
1.383822551E2,1.497973327E-1,-2.358935194E0,1.398872670E0,2.746608679E0
1.383922361E2,-4.521086146E-1,-2.660894473E0,2.680595205E0,3.803991621E0
1.384022181E2,-9.901753923E-1,-2.616412657E0,3.550408879E0,4.520117887E0
1.384121991E2,-1.224370851E0,-2.249025374E0,3.444217595E0,4.291833403E0
1.384221811E2,-1.391030092E0,-1.652945154E0,1.930171734E0,2.897025254E0
1.384321631E2,-1.581002182E0,-9.804134658E-1,-1.761421090E-1,1.868637071E0
1.384421434E2,-1.631132262E0,-3.610581113E-1,-1.651572958E0,2.349180421E0
1.384521254E2,-1.515562191E0,2.149168964E-1,-2.769375819E0,3.164263019E0
1.384621064E2,-1.339146286E0,7.835988182E-1,-3.697817186E0,4.010136135E0
1.384720884E2,-1.152973278E0,1.197590603E0,-4.402585596E0,4.705988798E0
1.384820694E2,-1.077224646E0,1.469524723E0,-4.856756378E0,5.187292007E0
1.384920514E2,-1.090016600E0,1.534638293E0,-4.964403033E0,5.309288875E0
1.385020334E2,-1.095439892E0,1.574956014E0,-4.816273765E0,5.184300144E0
1.385120144E2,-1.022547771E0,1.570027250E0,-4.550241240E0,4.920902850E0
1.385219964E2,-8.725932942E-1,1.607040710E0,-4.199507119E0,4.580377598E0
1.385319774E2,-6.559919612E-1,1.643454245E0,-3.930498362E0,4.310462235E0
1.385419594E2,-4.718646021E-1,1.670536356E0,-3.747876953E0,4.130366760E0
1.385519414E2,-4.798096526E-1,1.658930217E0,-3.650192783E0,4.038090406E0
1.385619224E2,-5.068039083E-1,1.592902289E0,-3.353319120E0,3.746856952E0
1.385719044E2,-4.647027862E-1,1.539644094E0,-2.516822881E0,2.986779207E0
1.385818854E2,-5.096630506E-1,1.509952226E0,-1.390652069E0,2.115094638E0
1.385918674E2,-5.544258253E-1,1.456954232E0,-5.745579350E-1,1.661391119E0
1.386018494E2,-6.033060631E-1,1.323317581E0,3.412043291E-1,1.493843372E0
1.386118304E2,-6.526925236E-1,1.090127404E0,1.650988821E0,2.083302517E0
1.386218124E2,-4.364923096E-1,7.825854957E-1,3.181088798E0,3.304889035E0
1.386317934E2,3.412186548E-2,7.154720315E-1,4.549177632E0,4.605223301E0
1.386417754E2,7.796107247E-1,7.204059121E-1,5.170602170E0,5.278437681E0
1.386517564E2,1.650298558E0,7.182178840E-1,5.293267983E0,5.590886173E0
1.386617384E2,2.396789191E0,7.253462246E-1,5.304519780E0,5.865889163E0
